Country,Region,Year,Oil_Production,Oil_Consumption,Oil_Imports,Oil_Exports,Oil_Price_USD,Gas_Production,Gas_Consumption,Gas_Imports,Gas_Exports,Gas_Price_USD
Qatar,Middle East,2019,15.31,56.89,44.42,0.0,76.64,517.07,572.98,78.82,0.0,4.16
Qatar,Middle East,2020,16.16,59.42,46.23,0.0,74.97,535.25,582.1,70.13,0.0,4.57
Qatar,Middle East,2021,16.85,59.62,45.76,0.0,77.4,527.42,611.88,108.93,0.0,4.71
Qatar,Middle East,2022,16.88,61.76,47.97,0.0,78.6,541.85,613.26,95.94,0.0,5.16
Qatar,Middle East,2023,17.04,63.75,49.9,0.0,83.29,575.54,615.24,64.31,0.0,5.47
Qatar,Middle East,2024,17.51,64.57,50.29,0.0,87.32,571.6,651.47,105.93,0.0,6.45
Qatar,Middle East,2025,16.76,66.82,53.4,0.0,88.03,583.16,664.66,108.09,0.0,6.39
India,Asia,2010,20.67,54.61,36.67,0.0,70.59,375.69,451.71,94.09,0.0,5.94
India,Asia,2011,21.03,54.99,36.71,0.0,73.28,373.95,454.59,98.82,0.0,5.86
India,Asia,2012,20.76,55.6,37.62,0.0,82.46,388.1,463.9,94.35,0.0,5.37
India,Asia,2013,21.1,56.86,38.6,0.0,84.64,396.4,460.82,82.86,0.0,4.88
India,Asia,2014,21.27,55.3,36.79,0.0,91.92,400.26,469.24,87.75,0.0,4.65
India,Asia,2015,20.96,58.33,40.29,0.0,85.67,403.88,470.36,85.3,0.0,4.57
India,Asia,2016,20.98,57.37,39.26,0.0,83.36,396.17,471.37,94.05,0.0,4.36
India,Asia,2017,20.85,57.64,39.68,0.0,78.46,402.03,489.58,107.14,0.0,3.97
India,Asia,2018,20.66,59.14,41.44,0.0,76.0,392.58,502.32,129.83,0.0,4.12
India,Asia,2019,21.37,61.33,43.02,0.0,74.36,395.38,508.68,133.64,0.0,3.65
India,Asia,2020,21.64,62.14,43.6,0.0,73.95,390.57,515.12,145.15,0.0,4.88
India,Asia,2021,22.14,64.17,45.23,0.0,76.48,394.8,519.48,145.46,0.0,4.08
India,Asia,2022,23.43,67.0,46.93,0.0,81.27,404.35,534.93,151.98,0.0,5.1
India,Asia,2023,23.63,65.14,44.77,0.0,79.94,418.57,543.81,146.99,0.0,5.69
India,Asia,2024,23.95,67.92,47.37,0.0,89.46,427.63,547.34,141.6,0.0,5.82
India,Asia,2025,24.04,71.2,50.72,0.0,88.73,441.61,568.91,150.05,0.0,6.46
China,Asia,2010,69.83,82.82,17.13,0.0,74.46,541.17,541.93,22.44,0.0,5.34
China,Asia,2011,70.8,84.54,17.97,0.0,77.26,544.02,548.57,26.49,0.0,5.73
China,Asia,2012,71.91,85.83,18.21,0.0,84.59,570.76,548.17,21.93,18.07,5.35
China,Asia,2013,72.02,85.3,17.55,0.0,83.29,570.42,569.73,22.79,0.55,5.12
China,Asia,2014,71.71,85.09,17.63,0.0,90.23,589.55,574.63,22.99,11.94,5.49
China,Asia,2015,70.81,86.55,20.06,0.0,83.53,572.46,571.7,22.87,0.61,4.3
China,Asia,2016,70.33,87.32,21.36,0.0,80.73,572.82,590.12,40.9,0.0,4.95
China,Asia,2017,70.86,88.78,22.37,0.0,83.08,571.63,604.04,56.57,0.0,4.11
China,Asia,2018,70.36,90.44,24.6,0.0,79.62,572.35,610.93,63.02,0.0,3.98
China,Asia,2019,70.28,90.89,25.16,0.0,78.47,587.97,618.64,55.41,0.0,3.64
China,Asia,2020,75.0,95.11,24.87,0.0,75.8,568.81,620.04,76.03,0.0,4.21
China,Asia,2021,74.62,95.75,25.92,0.0,74.72,584.05,630.3,71.46,0.0,4.55
China,Asia,2022,78.85,98.9,25.0,0.0,78.93,590.54,640.52,75.6,0.0,4.66
China,Asia,2023,81.34,100.63,24.31,0.0,77.59,602.82,664.36,88.11,0.0,5.17
China,Asia,2024,82.45,102.79,25.48,0.0,88.5,615.99,666.85,77.54,0.0,6.4
China,Asia,2025,83.4,104.47,26.3,0.0,94.13,608.79,691.17,110.02,0.0,6.76
Japan,Asia,2010,2.46,44.19,43.94,0.0,72.81,308.22,408.14,116.25,0.0,5.64
Japan,Asia,2011,2.55,44.22,43.88,0.0,80.76,303.49,407.65,120.47,0.0,5.72
Japan,Asia,2012,2.53,44.42,44.11,0.0,81.44,318.36,406.25,104.14,0.0,5.55
Japan,Asia,2013,2.54,44.2,43.86,0.0,85.31,306.7,405.81,115.35,0.0,4.99
Japan,Asia,2014,2.48,45.92,45.74,0.0,85.21,310.14,422.85,129.62,0.0,5.1
Japan,Asia,2015,2.5,45.85,45.65,0.0,86.09,312.04,433.29,138.58,0.0,4.22
Japan,Asia,2016,2.51,46.45,46.26,0.0,83.75,319.01,440.18,138.77,0.0,4.29
Japan,Asia,2017,2.5,48.42,48.34,0.0,82.46,310.62,443.71,150.83,0.0,3.9
Japan,Asia,2018,2.53,48.4,48.29,0.0,79.43,308.22,440.93,150.35,0.0,4.41
Japan,Asia,2019,2.68,49.3,49.08,0.0,74.55,318.78,467.76,167.69,0.0,4.07
Japan,Asia,2020,2.62,51.66,51.62,0.0,71.21,313.91,470.78,175.69,0.0,4.42
Japan,Asia,2021,2.81,52.21,52.0,0.0,75.46,318.72,467.51,167.49,0.0,4.52
Japan,Asia,2022,2.77,54.16,54.1,0.0,77.32,328.76,484.27,174.88,0.0,5.41
Japan,Asia,2023,2.9,54.85,54.7,0.0,82.56,342.12,494.52,172.18,0.0,5.7
Japan,Asia,2024,2.86,56.18,56.12,0.0,88.22,343.71,515.59,192.5,0.0,5.44
Japan,Asia,2025,2.93,54.62,54.42,0.0,90.29,353.64,529.7,197.25,0.0,6.23
South Korea,Asia,2010,1.61,44.69,45.31,0.0,74.86,240.59,384.3,159.08,0.0,5.4
South Korea,Asia,2011,1.66,44.06,44.59,0.0,75.01,257.21,387.92,146.23,0.0,5.6
South Korea,Asia,2012,1.68,45.67,46.28,0.0,82.83,253.71,397.01,159.19,0.0,5.26
South Korea,Asia,2013,1.69,44.89,45.44,0.0,82.16,257.68,394.69,152.8,0.0,4.73
South Korea,Asia,2014,1.69,44.7,45.24,0.0,83.78,262.15,394.53,148.16,0.0,5.43
South Korea,Asia,2015,1.69,46.26,46.87,0.0,85.65,259.3,400.44,157.16,0.0,4.31
South Korea,Asia,2016,1.7,45.98,46.57,0.0,83.43,265.58,405.72,156.37,0.0,4.09
South Korea,Asia,2017,1.67,47.18,47.86,0.0,80.87,263.56,416.4,169.49,0.0,4.01
South Korea,Asia,2018,1.68,48.57,49.32,0.0,77.86,265.18,418.37,169.92,0.0,4.38
South Korea,Asia,2019,1.68,49.51,50.3,0.0,79.63,258.49,427.57,186.19,0.0,4.16
South Korea,Asia,2020,1.76,49.78,50.51,0.0,73.15,266.79,432.38,182.89,0.0,4.21
South Korea,Asia,2021,1.81,50.79,51.52,0.0,77.11,265.07,434.4,186.71,0.0,4.8
South Korea,Asia,2022,1.86,53.07,53.87,0.0,79.46,271.56,452.31,198.84,0.0,5.12
South Korea,Asia,2023,1.89,55.09,55.96,0.0,83.56,273.55,455.68,200.36,0.0,5.73
South Korea,Asia,2024,1.89,55.56,56.45,0.0,89.81,280.48,462.74,200.77,0.0,6.32
South Korea,Asia,2025,1.91,57.09,58.03,0.0,95.05,290.23,478.92,207.84,0.0,6.64
Indonesia,Asia,2010,17.87,53.28,38.08,0.0,75.04,215.96,365.75,164.42,0.0,5.5
Indonesia,Asia,2011,18.4,54.32,38.64,0.0,80.73,215.77,362.89,161.64,0.0,5.05
Indonesia,Asia,2012,18.77,54.58,38.54,0.0,84.56,229.92,372.43,157.4,0.0,5.45
Indonesia,Asia,2013,18.93,55.84,39.7,0.0,82.74,228.2,384.0,171.16,0.0,5.35
Indonesia,Asia,2014,19.18,56.21,39.84,0.0,82.51,239.66,380.49,156.05,0.0,4.68
Indonesia,Asia,2015,19.01,56.55,40.37,0.0,87.03,235.35,383.2,163.19,0.0,4.26
Indonesia,Asia,2016,19.01,58.69,42.62,0.0,81.79,237.29,395.67,174.21,0.0,3.8
Indonesia,Asia,2017,18.43,56.65,41.06,0.0,80.96,231.09,405.84,190.98,0.0,4.13
Indonesia,Asia,2018,18.53,58.1,42.47,0.0,78.93,239.4,402.53,179.23,0.0,3.91
Indonesia,Asia,2019,18.71,58.21,42.41,0.0,75.84,228.68,406.95,194.55,0.0,3.72
Indonesia,Asia,2020,19.16,60.4,44.27,0.0,76.13,228.02,409.81,198.18,0.0,4.38
Indonesia,Asia,2021,19.32,61.78,45.55,0.0,75.89,239.89,425.06,202.17,0.0,4.55
Indonesia,Asia,2022,20.03,63.42,46.57,0.0,79.03,238.5,431.8,210.56,0.0,5.35
Indonesia,Asia,2023,20.78,65.13,47.6,0.0,77.96,243.59,432.41,206.12,0.0,6.05
Indonesia,Asia,2024,21.27,64.62,46.58,0.0,86.14,241.64,449.4,225.74,0.0,6.04
Indonesia,Asia,2025,21.92,66.52,47.92,0.0,92.05,246.15,455.55,227.62,0.0,6.72
Australia,Oceania,2010,59.04,74.21,18.89,0.0,75.16,158.65,319.07,173.18,0.0,5.73
Australia,Oceania,2011,58.79,75.34,20.31,0.0,77.29,160.59,324.28,176.66,0.0,5.72
Australia,Oceania,2012,58.47,75.52,20.82,0.0,83.97,165.56,326.25,173.74,0.0,5.81
Australia,Oceania,2013,58.19,78.33,24.06,0.0,83.23,159.71,334.11,187.77,0.0,5.18
Australia,Oceania,2014,57.91,78.04,24.03,0.0,85.72,161.32,342.85,195.24,0.0,4.84
Australia,Oceania,2015,59.86,78.94,23.02,0.0,82.75,158.58,340.32,195.35,0.0,4.8
Australia,Oceania,2016,57.49,80.23,26.75,0.0,80.9,160.03,352.25,206.32,0.0,3.98
Australia,Oceania,2017,58.83,82.47,27.76,0.0,81.97,161.21,352.34,205.22,0.0,3.85
Australia,Oceania,2018,59.49,82.86,27.51,0.0,79.11,164.38,365.75,216.0,0.0,4.27
Australia,Oceania,2019,64.24,84.09,24.06,0.0,73.57,160.99,367.97,221.7,0.0,3.77
Australia,Oceania,2020,63.13,86.64,27.84,0.0,76.31,166.01,379.13,228.28,0.0,4.41
Australia,Oceania,2021,65.61,89.54,28.4,0.0,71.47,173.73,388.51,230.32,0.0,4.41
Australia,Oceania,2022,64.5,91.85,31.94,0.0,83.73,171.95,393.93,237.74,0.0,5.28
Australia,Oceania,2023,67.64,92.48,29.47,0.0,82.91,174.03,405.14,247.31,0.0,5.2
Australia,Oceania,2024,66.87,95.01,32.89,0.0,85.49,180.79,409.64,245.24,0.0,6.12
Australia,Oceania,2025,66.89,96.92,34.88,0.0,89.94,189.1,420.68,248.41,0.0,6.71
Nigeria,Africa,2010,42.93,67.19,27.62,0.0,78.23,93.64,297.37,215.62,0.0,6.14
Nigeria,Africa,2011,43.02,68.28,28.68,0.0,77.69,94.98,297.87,214.81,0.0,5.33
Nigeria,Africa,2012,44.32,68.24,27.33,0.0,80.16,97.12,299.31,214.16,0.0,5.6
Nigeria,Africa,2013,44.63,69.89,28.75,0.0,86.44,101.78,306.92,217.42,0.0,5.0
Nigeria,Africa,2014,43.6,71.28,31.25,0.0,85.86,98.23,305.63,219.62,0.0,4.9
Nigeria,Africa,2015,43.57,70.32,30.26,0.0,81.62,102.05,310.09,220.44,0.0,4.8
Nigeria,Africa,2016,44.18,70.8,30.16,0.0,82.88,98.04,314.05,228.58,0.0,4.54
Nigeria,Africa,2017,43.05,72.21,32.76,0.0,82.86,101.4,311.75,222.82,0.0,3.74
Nigeria,Africa,2018,44.16,73.66,33.18,0.0,71.66,101.87,327.48,238.71,0.0,3.76
Nigeria,Africa,2019,44.64,74.64,33.73,0.0,77.22,100.88,333.32,245.78,0.0,3.99
Nigeria,Africa,2020,44.28,75.97,35.49,0.0,76.69,100.92,331.18,243.51,0.0,4.51
Nigeria,Africa,2021,46.88,75.24,32.12,0.0,74.76,98.86,349.22,264.33,0.0,4.17
Nigeria,Africa,2022,49.0,79.94,34.93,0.0,79.85,103.41,349.08,259.63,0.0,5.23
Nigeria,Africa,2023,49.82,84.0,38.38,0.0,83.59,104.66,348.12,257.38,0.0,5.95
Nigeria,Africa,2024,51.11,83.13,36.18,0.0,93.27,106.91,366.2,273.94,0.0,5.98
Nigeria,Africa,2025,50.32,84.93,38.86,0.0,84.17,106.62,365.85,273.87,0.0,6.49
South Africa,Africa,2010,2.47,44.43,44.18,0.0,78.23,148.13,322.61,187.38,0.0,5.77
South Africa,Africa,2011,2.55,45.33,45.05,0.0,80.55,150.76,327.51,189.85,0.0,5.79
South Africa,Africa,2012,2.54,45.8,45.55,0.0,83.96,155.94,330.56,187.84,0.0,5.86
South Africa,Africa,2013,2.61,45.94,45.62,0.0,79.68,147.82,337.8,203.49,0.0,5.64
South Africa,Africa,2014,2.57,46.85,46.62,0.0,86.61,152.85,333.34,193.82,0.0,4.92
South Africa,Africa,2015,2.53,46.75,46.56,0.0,87.73,162.34,347.07,198.61,0.0,4.78
South Africa,Africa,2016,2.59,47.1,46.86,0.0,85.05,151.39,346.98,209.46,0.0,4.01
South Africa,Africa,2017,2.52,47.43,47.29,0.0,81.91,159.67,355.36,209.91,0.0,4.19
South Africa,Africa,2018,2.53,48.71,48.61,0.0,77.98,153.15,347.66,208.41,0.0,4.04
South Africa,Africa,2019,2.62,50.44,50.35,0.0,74.82,159.47,358.03,212.88,0.0,4.16
South Africa,Africa,2020,2.73,51.44,51.29,0.0,72.9,158.64,366.56,222.59,0.0,4.48
South Africa,Africa,2021,2.65,51.54,51.46,0.0,75.24,156.51,381.93,240.7,0.0,4.06
South Africa,Africa,2022,2.8,52.45,52.27,0.0,78.02,158.35,381.44,238.35,0.0,5.34
South Africa,Africa,2023,2.78,53.77,53.68,0.0,78.45,162.12,386.56,239.9,0.0,5.83
South Africa,Africa,2024,2.94,55.26,55.08,0.0,82.69,158.64,400.83,258.22,0.0,6.24
South Africa,Africa,2025,2.89,55.62,55.52,0.0,89.47,165.97,404.95,255.17,0.0,6.74
